year,gdp_per_capita_yearly_growth,name,year_total_gdp,current_total_gdp,iso3166_1_alpha2,population_total,income_per_person,life_expectancy_at_birth,life_expectancy_years,yearly_co2_emissions_1000_tonnes,democracy_score_use_as_color,agriculture_percent_of_gdp,industry_percent_of_gdp,services_percent_of_gdp,agriculture_workers_percent_of_employment,industry_workers_percent_of_employment,service_workers_percent_of_employment,self_employed_percent_of_employment,electricity_generation_per_person,natural_gas_production_per_person,hydro_power_generation_per_person,nuclear_power_generation_per_person,oil_production_per_person,electricity_use_per_person,residential_electricity_use_per_person,working_hours_per_week,gdpperworking_hour_us_inflation_adjusted,latitude,longitude
1935,1.032,Brazil,63970000000,2907000000000,BR,37505087,1722,35.29,35.29,5515.168,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1936,9.954,Brazil,71780000000,2907000000000,BR,38273257,1893,35.78,35.78,5152.135,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1937,2.585,Brazil,75140000000,2907000000000,BR,39057242,1942,36.28,36.28,6094.554,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1938,2.395,Brazil,78520000000,2907000000000,BR,39857377,1989,36.76,36.76,6101.888,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1939,0.3993,Brazil,80450000000,2907000000000,BR,40674000,1997,37.26,37.26,5955.208,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1940,-2.992,Brazil,79640000000,2907000000000,BR,41545131,1937,37.75,37.75,6494.257,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1941,2.657,Brazil,83650000000,2907000000000,BR,42480529,1989,38.93,38.93,6288.905,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1942,-5.114,Brazil,81260000000,2907000000000,BR,43482886,1887,40.12,40.12,5874.534,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1943,6.358,Brazil,88480000000,2907000000000,BR,44516534,2007,41.31,41.31,6483.256,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1944,5.626,Brazil,95680000000,2907000000000,BR,45575082,2120,42.49,42.49,5903.87,-7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1945,0.9685,Brazil,98910000000,2907000000000,BR,46658528,2140,43.68,43.68,6831.621,0,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1946,9.098,Brazil,110500000000,2907000000000,BR,47767883,2335,45.3,45.3,7469.679,7,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1947,-0.06874,Brazil,113000000000,2907000000000,BR,48903483,2333,46.92,46.92,8958.481,5,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1948,7.049,Brazil,123900000000,2907000000000,BR,50066338,2498,48.53,48.53,7858.381,5,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1949,4.97,Brazil,133100000000,2907000000000,BR,51929303,2622,50.15,50.15,7378.004,5,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1950,4.001,Brazil,147200000000,2907000000000,BR,53974729,2727,51.78,51.78,19680.789,5,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1951,2.042,Brazil,154900000000,2907000000000,BR,55619224,2782,52.05,52.05,21682.971,5,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1952,4.391,Brazil,166800000000,2907000000000,BR,57307476,2905,52.57,52.57,24961.269,5,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1953,1.75,Brazil,175000000000,2907000000000,BR,59030858,2955,53.1,53.1,25247.295,5,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1954,4.817,Brazil,189100000000,2907000000000,BR,60784892,3098,53.63,53.63,29710.034,5,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1955,5.792,Brazil,206100000000,2907000000000,BR,62569196,3277,54.16,54.16,34062.763,5,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1956,-0.1251,Brazil,211900000000,2907000000000,BR,64387823,3273,54.7,54.7,36651.665,5,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1957,4.665,Brazil,228300000000,2907000000000,BR,66248946,3426,55.23,55.23,36017.274,5,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1958,7.762,Brazil,253300000000,2907000000000,BR,68164042,3692,55.77,55.77,39101.221,6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1959,6.765,Brazil,278400000000,2907000000000,BR,70146513,3942,56.3,56.3,39064.551,6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1960,6.373,Brazil,305100000000,2907000000000,BR,72207554,4193,56.84,56.84,46908.264,6,17.667,31.80026,36.32479,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1961,5.586,Brazil,331900000000,2907000000000,BR,74351763,4427,57.36,57.36,49203.806,5,17.09534,36.60376,33.98457,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1962,3.808,Brazil,355100000000,2907000000000,BR,76573248,4596,57.86,57.86,53695.881,5,15.5346,29.84085,44.15861,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1963,-2.288,Brazil,357600000000,2907000000000,BR,78854019,4490,58.35,58.35,55617.389,3,15.12565,34.76699,40.17361,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1964,0.5141,Brazil,370200000000,2907000000000,BR,81168654,4513,58.83,58.83,56735.824,-3,15.83826,32.02524,43.76063,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-55
1965,-0.4869,Brazil,379000000000,2907000000000,BR,83498020,4491,59.29,59.29,56398.46,-9,16.67442,29.92623,42.5201,-1,-1,-1,-1,NA,NA,NA,NA,0.06038,NA,NA,NA,NA,-10,-55
1966,3.813,Brazil,404400000000,2907000000000,BR,85837799,4663,59.72,59.72,64304.512,-9,13.31533,29.80272,41.73113,-1,-1,-1,-1,NA,NA,NA,NA,0.07171,NA,NA,NA,NA,-10,-55
1967,1.313,Brazil,420800000000,2907000000000,BR,88191378,4724,60.15,60.15,66193.017,-9,13.0131,29.15541,43.96098,-1,-1,-1,-1,NA,NA,NA,NA,0.08785,NA,NA,NA,NA,-10,-55
1968,6.913,Brazil,461600000000,2907000000000,BR,90557064,5051,60.58,60.58,77421.371,-9,11.82647,30.68902,41.6569,-1,-1,-1,-1,NA,NA,NA,NA,0.09401,NA,NA,NA,NA,-10,-55
1969,6.613,Brazil,504700000000,2907000000000,BR,92935072,5385,60.99,60.99,84315.331,-9,11.07606,31.31218,41.42033,-1,-1,-1,-1,NA,NA,NA,NA,0.09992,NA,NA,NA,NA,-10,-55
1970,7.024,Brazil,553700000000,2907000000000,BR,95326793,5763,61.43,61.43,93761.523,-9,10.37362,32.18369,41.47184,-1,-1,-1,-1,NA,7.4e-4,NA,NA,0.09224,NA,NA,NA,NA,-10,-55
1971,8.862,Brazil,617600000000,2907000000000,BR,97728961,6273,61.84,61.84,102635.663,-9,11.01418,32.72214,41.91543,-1,-1,-1,-1,NA,0.00115,0.03773,NA,0.09418,458.72789,93.94,NA,NA,-10,-55
1972,9.459,Brazil,692400000000,2907000000000,BR,100143598,6867,62.26,62.26,114362.729,-9,11.06896,32.74114,41.37057,-1,-1,-1,-1,NA,0.00153,0.04322,NA,0.09015,497.62542,98.51,NA,NA,-10,-55
1973,11.49,Brazil,790400000000,2907000000000,BR,102584278,7656,62.73,62.73,132463.041,-9,11.44586,33.42209,40.82077,-1,-1,-1,-1,NA,0.00171,0.04821,NA,0.08925,552.87224,105.8,NA,NA,-10,-55
1974,5.673,Brazil,855200000000,2907000000000,BR,105069367,8090,63.21,63.21,143456.707,-4,11.229,34.81859,40.86263,-1,-1,-1,-1,NA,0.00321,0.05343,NA,0.09093,602.88742,113.3,NA,NA,-10,-55
1975,2.685,Brazil,899100000000,2907000000000,BR,107612100,8307,63.65,63.65,151164.741,-4,10.68268,35.47128,42.14069,-1,-1,-1,-1,NA,0.00342,0.05743,NA,0.08652,649.09987,121.4,NA,NA,-10,-55
1976,7.777,Brazil,992100000000,2907000000000,BR,110213082,8953,64.12,64.12,155154.437,-4,11.45469,34.97984,41.64866,-1,-1,-1,-1,NA,0.00384,0.06434,NA,0.08227,719.3157,133.4,44.2,NA,-10,-55
1977,2.453,Brazil,1041000000000,2907000000000,BR,112867867,9173,64.64,64.64,162961.48,-4,12.93084,34.0516,41.13238,-1,-1,-1,-1,NA,0.00467,0.07085,NA,0.07742,787.12394,149.9,44.1,NA,-10,-55
1978,2.489,Brazil,1092000000000,2907000000000,BR,115577669,9401,65.11,65.11,176925.416,-4,10.2766,35.52061,42.70802,-1,-1,-1,-1,NA,0.00601,0.07607,NA,0.07517,856.90429,161.8,NA,NA,-10,-55
1979,4.279,Brazil,1166000000000,2907000000000,BR,118342626,9804,65.54,65.54,188322.452,-4,9.8999,36.51959,43.4481,-1,-1,-1,-1,NA,0.00643,0.08431,NA,0.07606,938.00521,175.1,43.6,NA,-10,-55
1980,7.098,Brazil,1278000000000,2907000000000,BR,121159761,10500,65.86,65.86,187090.34,-4,9.94993,39.59242,40.79929,-1,-1,-1,-1,NA,0.00734,0.09107,NA,0.08155,1012.74548,189.2,NA,7.63,-10,-55
1981,-6.485,Brazil,1223000000000,2907000000000,BR,124030908,9819,66.25,66.25,171806.284,-4,9.63639,39.24266,40.88125,29.25,24.69,46.06,-1,NA,0.00643,0.09025,NA,0.09304,1017.75438,199,42.3,7.08,-10,-55
1982,-1.374,Brazil,1235000000000,2907000000000,BR,126947365,9684,66.43,66.43,172176.651,-3,8.06276,40.98651,40.85766,29.5,23.4,47.1,-1,NA,0.00898,0.09517,NA,0.11077,1052.21562,210,NA,6.81,-10,-55
1983,-5.1,Brazil,1199000000000,2907000000000,BR,129882321,9190,66.63,66.63,166632.147,-3,9.8262,39.48474,40.52528,27.06,25.36,47.58,-1,NA,0.01187,0.09984,NA,0.13727,1108.04149,225.5,NA,6.59,-10,-55
1984,3.267,Brazil,1266000000000,2907000000000,BR,132800684,9490,66.73,66.73,168806.678,-3,10.4483,41.67583,39.04094,29.83,21.76,48.42,-1,NA,0.01351,0.1074,0.00106,0.18792,1204.82813,229.8,NA,6.68,-10,-55
1985,5.758,Brazil,1367000000000,2907000000000,BR,135676281,10040,66.99,66.99,181248.809,7,10.50376,41.24053,39.26908,28.62,22.1,49.28,-1,1427.51554,0.01659,0.1126,0.00213,0.21721,1279.25087,237.7,44.2,6.64,-10,-55
1986,5.463,Brazil,1472000000000,2907000000000,BR,138499464,10580,67.39,67.39,198883.412,7,9.93001,40.1932,38.87781,25.85,24.16,49.99,-1,1459.42803,0.01893,0.1128,9e-5,0.22373,1350.68393,255.2,NA,7.2,-10,-55
1987,1.588,Brazil,1525000000000,2907000000000,BR,141273488,10750,67.69,67.69,207530.198,7,9.00894,41.29284,39.69979,24.59,23.82,51.59,-1,1439.26509,0.02073,0.1126,5.9e-4,0.2182,1364.41028,268.5,NA,7.26,-10,-55
1988,-1.918,Brazil,1524000000000,2907000000000,BR,144001542,10550,68.03,68.03,209363.698,8,9.14235,39.44697,41.78991,24.24,23.34,52.42,-1,1492.69235,0.02046,0.1185,3.6e-4,0.20919,1415.94317,278.1,NA,7.07,-10,-55
1989,1.381,Brazil,1573000000000,2907000000000,BR,146691981,10690,68.37,68.37,214024.455,8,8.44159,42.28383,48.36731,23.16,23.67,53.17,-1,1511.60274,0.0206,0.1197,0.00107,0.21932,1446.33673,294.4,NA,7.17,-10,-55
1990,-8.065,Brazil,1471000000000,2907000000000,BR,149352145,9830,68.52,68.52,208886.988,8,6.8733,32.83062,45.15165,22.84,22.69,54.47,-1,1491.91028,0.01842,0.1188,0.00128,0.22851,1457.34767,322.2,NA,6.76,-10,-55
1991,-0.5478,Brazil,1487000000000,2907000000000,BR,151976577,9776,68.85,68.85,219330.604,8,6.78881,31.51262,48.84633,-1,-1,-1,38.752,1542.21134,0.01882,0.1231,8.1e-4,0.22194,1483.01142,332.5,NA,6.79,-10,-55
1992,-2.079,Brazil,1480000000000,2907000000000,BR,154564278,9573,69.02,69.02,220705.729,8,6.77995,33.9876,47.05569,28.29,20.35,51.36,39.419,1564.1389,0.02096,0.1242,9.8e-4,0.22153,1491.11427,332.6,NA,6.75,-10,-55
1993,3.423,Brazil,1554000000000,2907000000000,BR,157132682,9900,69.23,69.23,230738.641,8,6.56357,36.12568,44.13046,27.42,20.69,51.89,39.169,1603.74021,0.02415,0.1288,2.4e-4,0.2224,1534.81756,338.5,NA,7.05,-10,-55
1994,4.389,Brazil,1647000000000,2907000000000,BR,159705123,10330,69.47,69.47,242154.012,8,8.53641,34.66694,43.4584,-1,-1,-1,43.206,1628.25084,0.02595,0.1309,3e-5,0.22692,1564.08884,347.6,NA,7.39,-10,-55
1995,2.794,Brazil,1719000000000,2907000000000,BR,162296612,10620,69.74,69.74,258347.484,8,5.01167,23.38146,58.12142,21.5,22.13,55.91,39.943,1698.12541,0.02818,0.1349,0.00134,0.23108,1631.61139,388.8,NA,7.62,-10,-55
1996,1.256,Brazil,1768000000000,2907000000000,BR,164913306,10760,70.05,70.05,284782.887,8,4.76841,22.34011,60.31888,20.47,22.21,56.86,38.44,1766.07945,0.03031,0.1391,0.00127,0.25791,1684.03027,415.9,NA,8.03,-10,-55
1997,1.892,Brazil,1829000000000,2907000000000,BR,167545164,10960,70.42,70.42,300547.32,8,4.68505,22.59415,60.60571,20.22,22.24,57.06,31.172,1838.19093,0.03247,0.1437,0.00163,0.27214,1758.875,439.5,NA,8.26,-10,-55
1998,-1.224,Brazil,1834000000000,2907000000000,BR,170170640,10830,70.75,70.75,312289.054,8,4.75004,22.11879,61.11859,19.55,22.14,57.73,31.007,1890.74919,0.03349,0.1479,0.00166,0.30957,1804.24778,464.4,NA,8.21,-10,-55
1999,-0.5291,Brazil,1852000000000,2907000000000,BR,172759243,10770,71.06,71.06,320173.104,8,4.64598,21.74671,60.20366,20.04,21.41,58.01,31.004,1937.5519,0.03873,0.1465,0.00199,0.34439,1827.70539,469.2,NA,8.16,-10,-55
2000,3.032,Brazil,1935000000000,2907000000000,BR,175287587,11100,71.44,71.44,327983.814,8,4.75046,23.00662,58.25186,-1,-1,-1,31.198,1990.55738,0.03846,0.1501,0.00298,0.38274,1891.97082,475.7,NA,8.05,-10,-55
2001,-0.4163,Brazil,1954000000000,2907000000000,BR,177750670,11050,71.83,71.83,337433.673,8,4.80104,22.63953,57.71369,19.78,20.93,58.78,37.993,1848.20682,0.03874,0.1302,0.00694,0.39509,1742.4857,415.1,NA,8.25,-10,-55
2002,1.355,Brazil,2008000000000,2907000000000,BR,180151021,11200,72.13,72.13,332266.87,8,5.47527,22.49533,57.34815,19.93,21.43,58.4,38.052,1918.83453,0.04617,0.1372,0.00664,0.43634,1800.51713,404.4,NA,8.16,-10,-55
2003,-0.2558,Brazil,2029000000000,2907000000000,BR,182482149,11170,72.39,72.39,321621.569,8,6.16718,23.08382,56.35783,20.08,20.91,58.77,37.99,1996.57885,0.04952,0.1447,0.00632,0.4467,1875.32316,418.4,NA,8.09,-10,-55
2004,4.329,Brazil,2143000000000,2907000000000,BR,184738458,11650,72.67,72.67,337826.042,8,5.66531,24.30662,54.92047,20.54,21.03,58.17,37.206,2097.28935,0.0538,0.15,0.00543,0.43794,1948.4086,426.9,NA,8.05,-10,-55
2005,1.59,Brazil,2202000000000,2907000000000,BR,186917361,11840,72.98,72.98,347308.904,8,4.65117,24.17258,56.07589,20.03,21.38,58.36,34.23,2156.19351,0.05259,0.156,0.00456,0.47604,2007.27743,447.1,NA,7.99,-10,-55
2006,2.867,Brazil,2289000000000,2907000000000,BR,189012412,12180,73.25,73.25,347668.27,8,4.37004,23.54402,57.13813,19.02,21.34,59.39,33.258,2218.79609,0.0531,0.1596,0.00629,0.49751,2063.09732,456.3,NA,NA,-10,-55
2007,5.063,Brazil,2429000000000,2907000000000,BR,191026637,12800,73.5,73.5,363212.683,8,4.41692,23.12538,57.72624,18.09,21.91,59.77,32.223,2330.30329,0.05291,0.1694,0.0056,0.49922,2157.43734,478.4,NA,NA,-10,-55
2008,4.213,Brazil,2554000000000,2907000000000,BR,192979029,13330,73.76,73.76,387631.236,8,4.56785,23.08529,56.80486,17.26,22.66,59.87,31.095,2399.84625,0.06514,0.1659,0.00627,0.51362,2218.88359,498.2,NA,NA,-10,-55
2009,-1.208,Brazil,2546000000000,2907000000000,BR,194895996,13170,73.98,73.98,367147.374,8,4.47677,21.87859,59.14506,16.84,22.12,60.82,30.748,2391.8398,0.05509,0.174,0.00577,0.54378,2185.74526,NA,NA,NA,-10,-55
2010,6.596,Brazil,2738000000000,2907000000000,BR,196796269,14040,74.19,74.19,419754.156,8,4.11576,23.26798,57.61292,-1,-1,-1,29.426,2620.98465,0.06674,0.1779,0.00641,0.56729,2361.05594,NA,NA,NA,-10,-55
2011,1.84,Brazil,2812000000000,2907000000000,BR,198686688,14300,74.42,74.42,439412.943,8,4.34203,23.10205,57.56817,15.41,21.75,62.7,29.127,2676.37457,0.07582,NA,NA,0.57392,2416.46285,NA,NA,NA,-10,-55
2012,0.22,Brazil,2843000000000,2907000000000,BR,200560983,14330,74.66,74.66,470028.726,NA,4.16833,22.13365,58.7336,11.49,23.01,65.47,29.998,2754.7731,0.08647,NA,NA,0.56028,2485.58814,NA,39.2219,NA,-10,-55
2013,1.373,Brazil,2907000000000,2907000000000,BR,202408632,14530,74.87,74.87,503677.118,NA,4.50689,21.22481,59.67876,11.2,22.93,65.86,30.261,2820.18605,0.09483,NA,NA,0.5442,2551.40799,NA,39.2848,NA,-10,-55
1801,-0.01259,China,289100000000,15660000000000,CN,324408862,891.2,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1802,-0.01259,China,291500000000,15660000000000,CN,327165946,891.1,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1803,-0.01259,China,294000000000,15660000000000,CN,329946461,891,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1804,-0.01259,China,296400000000,15660000000000,CN,332750607,890.9,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1805,-0.01259,China,298900000000,15660000000000,CN,335578586,890.8,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1806,-0.01259,China,301400000000,15660000000000,CN,338430598,890.7,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1807,-0.01259,China,303900000000,15660000000000,CN,341306850,890.5,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1808,-0.01259,China,306500000000,15660000000000,CN,344207546,890.4,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1809,-0.01259,China,309100000000,15660000000000,CN,347132894,890.3,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1810,-0.01259,China,311600000000,15660000000000,CN,350542958,890.2,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1811,-0.01259,China,314300000000,15660000000000,CN,353497076,890.1,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1812,-0.01259,China,316900000000,15660000000000,CN,356451049,890,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1813,-0.01259,China,319500000000,15660000000000,CN,359404695,889.9,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1814,-0.01259,China,322200000000,15660000000000,CN,362357830,889.8,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1815,-0.01259,China,324900000000,15660000000000,CN,365310269,889.6,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1816,-0.01259,China,327600000000,15660000000000,CN,368261821,889.5,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1817,-0.01259,China,330400000000,15660000000000,CN,371212295,889.4,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1818,-0.01259,China,333100000000,15660000000000,CN,374161494,889.3,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1819,-0.01259,China,335900000000,15660000000000,CN,377109221,889.2,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1820,-0.01259,China,338700000000,15660000000000,CN,380055273,889.1,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1821,-0.01259,China,341100000000,15660000000000,CN,382875079,889,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1822,-0.01259,China,343500000000,15660000000000,CN,385567453,888.9,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1823,-0.01259,China,345900000000,15660000000000,CN,388131202,888.7,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1824,-0.01259,China,348300000000,15660000000000,CN,390565123,888.6,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1825,-0.01259,China,350700000000,15660000000000,CN,392868002,888.5,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1826,-0.01259,China,353200000000,15660000000000,CN,395038612,888.4,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1827,-0.01259,China,355700000000,15660000000000,CN,397075720,888.3,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1828,-0.01259,China,358200000000,15660000000000,CN,398978080,888.2,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1829,-0.01259,China,360700000000,15660000000000,CN,400744435,888.1,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1830,-0.01259,China,363200000000,15660000000000,CN,402373519,888,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1831,-0.01259,China,363400000000,15660000000000,CN,403849709,887.9,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1832,-0.01259,China,363600000000,15660000000000,CN,405196781,887.7,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1833,-0.01259,China,363800000000,15660000000000,CN,406413815,887.6,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1834,-0.01259,China,364100000000,15660000000000,CN,407499886,887.5,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1835,-0.01259,China,364300000000,15660000000000,CN,408454062,887.4,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1836,-0.01259,China,364500000000,15660000000000,CN,409275403,887.3,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1837,-0.01259,China,364700000000,15660000000000,CN,409962966,887.2,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1838,-0.01259,China,364900000000,15660000000000,CN,410515798,887.1,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1839,-0.01259,China,365200000000,15660000000000,CN,410932939,887,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1840,-0.01259,China,365400000000,15660000000000,CN,411213424,886.8,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1841,4.598,China,382200000000,15660000000000,CN,411182878,927.6,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1842,0.1312,China,382700000000,15660000000000,CN,410966222,928.8,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1843,-3.277,China,370100000000,15660000000000,CN,410564965,898.4,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1844,-2.575,China,360600000000,15660000000000,CN,409980603,875.3,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1845,0.6259,China,362900000000,15660000000000,CN,409214617,880.8,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1846,0,China,362900000000,15660000000000,CN,408268476,880.8,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
1847,0.622,China,365100000000,15660000000000,CN,407143635,886.2,32,32,NA,-6,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105
